revenue,expenses,profit,year,month,day,company,date
8071,3281,4790,2019,12,12,xyz,2048-12-12
7683,1424,6259,2019,12,13,xyz,2048-12-13
5716,2834,2882,2019,12,14,xyz,2048-12-14
3292,4992,-1700,2019,12,15,xyz,2048-12-15
9383,1249,8134,2019,12,16,xyz,2048-12-16
7851,4068,3783,2019,12,17,xyz,2048-12-17
5972,7491,-1519,2019,12,18,xyz,2048-12-18
3688,1481,2207,2019,12,19,xyz,2048-12-19
1390,6527,-5137,2019,12,20,xyz,2048-12-20
7521,6445,1076,2019,12,21,xyz,2048-12-21
5073,3269,1804,2019,12,22,xyz,2048-12-22
4857,3657,1200,2019,12,23,xyz,2048-12-23
9703,3917,5786,2019,12,24,xyz,2048-12-24
8104,2794,5310,2019,12,25,xyz,2048-12-25
8471,2708,5763,2019,12,26,xyz,2048-12-26
3312,4072,-760,2019,12,27,xyz,2048-12-27
9781,7656,2125,2019,12,28,xyz,2048-12-28
7703,7203,500,2019,12,29,xyz,2048-12-29
7517,4651,2866,2019,12,30,xyz,2048-12-30
8461,6165,2296,2019,12,31,xyz,2048-12-31
2191,3041,-850,2020,1,1,xyz,2049-01-01
3719,4052,-333,2020,1,2,xyz,2049-01-02
5493,6528,-1035,2020,1,3,xyz,2049-01-03
4186,3207,979,2020,1,4,xyz,2049-01-04
5443,7601,-2158,2020,1,5,xyz,2049-01-05
7099,1304,5795,2020,1,6,xyz,2049-01-06
2783,7144,-4361,2020,1,7,xyz,2049-01-07
9147,1029,8118,2020,1,8,xyz,2049-01-08
5885,3730,2155,2020,1,9,xyz,2049-01-09
6846,5810,1036,2020,1,10,xyz,2049-01-10
6624,6799,-175,2020,1,11,xyz,2049-01-11
8627,7378,1249,2020,1,12,xyz,2049-01-12
1136,6552,-5416,2020,1,13,xyz,2049-01-13
2319,784,1535,2020,1,14,xyz,2049-01-14
6309,3395,2914,2020,1,15,xyz,2049-01-15
9715,1181,8534,2020,1,16,xyz,2049-01-16
4606,8759,-4153,2020,1,17,xyz,2049-01-17
5997,2697,3300,2020,1,18,xyz,2049-01-18
9457,4604,4853,2020,1,19,xyz,2049-01-19
9512,5668,3844,2020,1,20,xyz,2049-01-20
3403,3525,-122,2020,1,21,xyz,2049-01-21
1071,1486,-415,2020,1,22,xyz,2049-01-22
9802,3848,5954,2020,1,23,xyz,2049-01-23
9597,5419,4178,2020,1,24,xyz,2049-01-24
8069,4272,3797,2020,1,25,xyz,2049-01-25
6866,8828,-1962,2020,1,26,xyz,2049-01-26
8399,2995,5404,2020,1,27,xyz,2049-01-27
4980,1820,3160,2020,1,28,xyz,2049-01-28
5560,4959,601,2020,1,29,xyz,2049-01-29
3766,4577,-811,2020,1,30,xyz,2049-01-30
7484,1943,5541,2020,1,31,xyz,2049-01-31
2971,6637,-3666,2020,2,1,xyz,2049-02-01
6030,8587,-2557,2020,2,2,xyz,2049-02-02
3730,2534,1196,2020,2,3,xyz,2049-02-03
9411,1166,8245,2020,2,4,xyz,2049-02-04
4860,7558,-2698,2020,2,5,xyz,2049-02-05
2999,3715,-716,2020,2,6,xyz,2049-02-06
7058,8217,-1159,2020,2,7,xyz,2049-02-07
6693,8391,-1698,2020,2,8,xyz,2049-02-08
5057,9583,-4526,2020,2,9,xyz,2049-02-09
5226,8125,-2899,2020,2,10,xyz,2049-02-10
1485,6322,-4837,2020,2,11,xyz,2049-02-11
6564,6278,286,2020,2,12,xyz,2049-02-12
7856,2127,5729,2020,2,13,xyz,2049-02-13
5479,8103,-2624,2020,2,14,xyz,2049-02-14
9788,2589,7199,2020,2,15,xyz,2049-02-15
7063,4302,2761,2020,2,16,xyz,2049-02-16
9121,4114,5007,2020,2,17,xyz,2049-02-17
6122,8014,-1892,2020,2,18,xyz,2049-02-18
3374,4669,-1295,2020,2,19,xyz,2049-02-19
6152,8037,-1885,2020,2,20,xyz,2049-02-20
7739,7427,312,2020,2,21,xyz,2049-02-21
4647,4015,632,2020,2,22,xyz,2049-02-22
6998,4512,2486,2020,2,23,xyz,2049-02-23
2524,4575,-2051,2020,2,24,xyz,2049-02-24
6592,5281,1311,2020,2,25,xyz,2049-02-25
1090,1872,-782,2020,2,26,xyz,2049-02-26
2121,5676,-3555,2020,2,27,xyz,2049-02-27
6655,9028,-2373,2020,2,28,xyz,2049-02-28
5169,4139,1030,2020,3,1,xyz,2049-03-01
7227,5047,2180,2020,3,2,xyz,2049-03-02
6572,7340,-768,2020,3,3,xyz,2049-03-03
3871,1884,1987,2020,3,4,xyz,2049-03-04
1042,3036,-1994,2020,3,5,xyz,2049-03-05
6692,6854,-162,2020,3,6,xyz,2049-03-06
7073,8318,-1245,2020,3,7,xyz,2049-03-07
1338,1252,86,2020,3,8,xyz,2049-03-08
5259,4756,503,2020,3,9,xyz,2049-03-09
9371,7600,1771,2020,3,10,xyz,2049-03-10
8550,7929,621,2020,3,11,xyz,2049-03-11
1931,8788,-6857,2020,3,12,xyz,2049-03-12
3954,8273,-4319,2020,3,13,xyz,2049-03-13
2238,2171,67,2020,3,14,xyz,2049-03-14
1606,3757,-2151,2020,3,15,xyz,2049-03-15
8191,6768,1423,2020,3,16,xyz,2049-03-16
4518,5676,-1158,2020,3,17,xyz,2049-03-17
2332,8195,-5863,2020,3,18,xyz,2049-03-18
7680,7826,-146,2020,3,19,xyz,2049-03-19
7280,3067,4213,2020,3,20,xyz,2049-03-20
5764,1401,4363,2020,3,21,xyz,2049-03-21
5476,3861,1615,2020,3,22,xyz,2049-03-22
6055,4133,1922,2020,3,23,xyz,2049-03-23
3809,1359,2450,2020,3,24,xyz,2049-03-24
7001,4318,2683,2020,3,25,xyz,2049-03-25
4289,5962,-1673,2020,3,26,xyz,2049-03-26
1498,9262,-7764,2020,3,27,xyz,2049-03-27
4905,1625,3280,2020,3,28,xyz,2049-03-28
9613,7013,2600,2020,3,29,xyz,2049-03-29
9710,929,8781,2020,3,30,xyz,2049-03-30
6951,6322,629,2020,3,31,xyz,2049-03-31
2293,7520,-5227,2020,4,1,xyz,2049-04-01
9306,9631,-325,2020,4,2,xyz,2049-04-02
5530,5276,254,2020,4,3,xyz,2049-04-03
5491,3602,1889,2020,4,4,xyz,2049-04-04
9323,5839,3484,2020,4,5,xyz,2049-04-05
4611,6276,-1665,2020,4,6,xyz,2049-04-06
3010,7576,-4566,2020,4,7,xyz,2049-04-07
1960,4111,-2151,2020,4,8,xyz,2049-04-08
3020,1238,1782,2020,4,9,xyz,2049-04-09
2388,1753,635,2020,4,10,xyz,2049-04-10
6862,5710,1152,2020,4,11,xyz,2049-04-11
9273,4231,5042,2020,4,12,xyz,2049-04-12
4086,7710,-3624,2020,4,13,xyz,2049-04-13
9129,7893,1236,2020,4,14,xyz,2049-04-14
8493,836,7657,2020,4,15,xyz,2049-04-15
1816,2453,-637,2020,4,16,xyz,2049-04-16
8601,6253,2348,2020,4,17,xyz,2049-04-17
3711,9065,-5354,2020,4,18,xyz,2049-04-18
2191,5548,-3357,2020,4,19,xyz,2049-04-19
7970,4276,3694,2020,4,20,xyz,2049-04-20
8037,8891,-854,2020,4,21,xyz,2049-04-21
5350,2217,3133,2020,4,22,xyz,2049-04-22
8669,3822,4847,2020,4,23,xyz,2049-04-23
3467,3195,272,2020,4,24,xyz,2049-04-24
9731,911,8820,2020,4,25,xyz,2049-04-25
6793,4593,2200,2020,4,26,xyz,2049-04-26
7662,3867,3795,2020,4,27,xyz,2049-04-27
6861,7605,-744,2020,4,28,xyz,2049-04-28
9131,6283,2848,2020,4,29,xyz,2049-04-29
8957,4190,4767,2020,4,30,xyz,2049-04-30
7749,6294,1455,2020,5,1,xyz,2049-05-01
2749,5518,-2769,2020,5,2,xyz,2049-05-02
2096,8720,-6624,2020,5,3,xyz,2049-05-03
7672,9322,-1650,2020,5,4,xyz,2049-05-04
8114,7363,751,2020,5,5,xyz,2049-05-05
9008,6147,2861,2020,5,6,xyz,2049-05-06
7047,4572,2475,2020,5,7,xyz,2049-05-07
7537,1226,6311,2020,5,8,xyz,2049-05-08
4763,3626,1137,2020,5,9,xyz,2049-05-09
6200,8939,-2739,2020,5,10,xyz,2049-05-10
2401,2815,-414,2020,5,11,xyz,2049-05-11
2165,7438,-5273,2020,5,12,xyz,2049-05-12
7900,9555,-1655,2020,5,13,xyz,2049-05-13
8823,4639,4184,2020,5,14,xyz,2049-05-14
6537,3081,3456,2020,5,15,xyz,2049-05-15
9472,2300,7172,2020,5,16,xyz,2049-05-16
7082,9220,-2138,2020,5,17,xyz,2049-05-17
5970,8301,-2331,2020,5,18,xyz,2049-05-18
9391,3131,6260,2020,5,19,xyz,2049-05-19
8995,9041,-46,2020,5,20,xyz,2049-05-20
2836,4317,-1481,2020,5,21,xyz,2049-05-21
9343,6959,2384,2020,5,22,xyz,2049-05-22
8700,2270,6430,2020,5,23,xyz,2049-05-23
9345,8212,1133,2020,5,24,xyz,2049-05-24
6982,2092,4890,2020,5,25,xyz,2049-05-25
1718,8355,-6637,2020,5,26,xyz,2049-05-26
3019,3780,-761,2020,5,27,xyz,2049-05-27
8149,5819,2330,2020,5,28,xyz,2049-05-28
3874,5477,-1603,2020,5,29,xyz,2049-05-29
7429,7553,-124,2020,5,30,xyz,2049-05-30
3719,6876,-3157,2020,5,31,xyz,2049-05-31
9890,4317,5573,2020,6,1,xyz,2049-06-01
8152,4280,3872,2020,6,2,xyz,2049-06-02
8370,9518,-1148,2020,6,3,xyz,2049-06-03
4435,8595,-4160,2020,6,4,xyz,2049-06-04
5606,7545,-1939,2020,6,5,xyz,2049-06-05
3030,9099,-6069,2020,6,6,xyz,2049-06-06
4496,3360,1136,2020,6,7,xyz,2049-06-07
1891,946,945,2020,6,8,xyz,2049-06-08
4421,6154,-1733,2020,6,9,xyz,2049-06-09
9133,2454,6679,2020,6,10,xyz,2049-06-10
2325,978,1347,2020,6,11,xyz,2049-06-11
4525,4001,524,2020,6,12,xyz,2049-06-12
2857,3773,-916,2020,6,13,xyz,2049-06-13
9788,8161,1627,2020,6,14,xyz,2049-06-14
7333,2734,4599,2020,6,15,xyz,2049-06-15
4385,6721,-2336,2020,6,16,xyz,2049-06-16
5375,7188,-1813,2020,6,17,xyz,2049-06-17
1184,6804,-5620,2020,6,18,xyz,2049-06-18
4051,3728,323,2020,6,19,xyz,2049-06-19
5782,2926,2856,2020,6,20,xyz,2049-06-20
3310,7525,-4215,2020,6,21,xyz,2049-06-21
4214,6339,-2125,2020,6,22,xyz,2049-06-22
5210,686,4524,2020,6,23,xyz,2049-06-23
7994,4398,3596,2020,6,24,xyz,2049-06-24
7118,1339,5779,2020,6,25,xyz,2049-06-25
1425,690,735,2020,6,26,xyz,2049-06-26
5933,7316,-1383,2020,6,27,xyz,2049-06-27
6652,6584,68,2020,6,28,xyz,2049-06-28
5632,3486,2146,2020,6,29,xyz,2049-06-29
5342,2108,3234,2020,6,30,xyz,2049-06-30
6449,1828,4621,2020,7,1,xyz,2049-07-01
8503,9837,-1334,2020,7,2,xyz,2049-07-02
7941,2515,5426,2020,7,3,xyz,2049-07-03
3098,6211,-3113,2020,7,4,xyz,2049-07-04
3633,9400,-5767,2020,7,5,xyz,2049-07-05
3932,3692,240,2020,7,6,xyz,2049-07-06
3741,2862,879,2020,7,7,xyz,2049-07-07
4416,6309,-1893,2020,7,8,xyz,2049-07-08
1798,9817,-8019,2020,7,9,xyz,2049-07-09
1888,8279,-6391,2020,7,10,xyz,2049-07-10
7399,3491,3908,2020,7,11,xyz,2049-07-11
4250,9342,-5092,2020,7,12,xyz,2049-07-12
6502,6584,-82,2020,7,13,xyz,2049-07-13
4454,982,3472,2020,7,14,xyz,2049-07-14
5063,4033,1030,2020,7,15,xyz,2049-07-15
6444,1344,5100,2020,7,16,xyz,2049-07-16
4431,6438,-2007,2020,7,17,xyz,2049-07-17
2551,2288,263,2020,7,18,xyz,2049-07-18
8703,9422,-719,2020,7,19,xyz,2049-07-19
9228,4874,4354,2020,7,20,xyz,2049-07-20
3627,6808,-3181,2020,7,21,xyz,2049-07-21
9267,7502,1765,2020,7,22,xyz,2049-07-22
1141,4071,-2930,2020,7,23,xyz,2049-07-23
5308,7423,-2115,2020,7,24,xyz,2049-07-24
3781,5775,-1994,2020,7,25,xyz,2049-07-25
5093,8001,-2908,2020,7,26,xyz,2049-07-26
1082,9340,-8258,2020,7,27,xyz,2049-07-27
4759,6835,-2076,2020,7,28,xyz,2049-07-28
8805,1297,7508,2020,7,29,xyz,2049-07-29
6748,1131,5617,2020,7,30,xyz,2049-07-30
7264,2285,4979,2020,7,31,xyz,2049-07-31
1230,1366,-136,2020,8,1,xyz,2049-08-01
5004,4808,196,2020,8,2,xyz,2049-08-02
6645,5886,759,2020,8,3,xyz,2049-08-03
2933,4044,-1111,2020,8,4,xyz,2049-08-04
8152,5191,2961,2020,8,5,xyz,2049-08-05
9556,4758,4798,2020,8,6,xyz,2049-08-06
3719,3586,133,2020,8,7,xyz,2049-08-07
2686,5999,-3313,2020,8,8,xyz,2049-08-08
9725,8737,988,2020,8,9,xyz,2049-08-09
1862,7657,-5795,2020,8,10,xyz,2049-08-10
7003,2267,4736,2020,8,11,xyz,2049-08-11
6002,6847,-845,2020,8,12,xyz,2049-08-12
7123,3061,4062,2020,8,13,xyz,2049-08-13
7574,6182,1392,2020,8,14,xyz,2049-08-14
3143,2852,291,2020,8,15,xyz,2049-08-15
9631,2382,7249,2020,8,16,xyz,2049-08-16
6826,1176,5650,2020,8,17,xyz,2049-08-17
6250,649,5601,2020,8,18,xyz,2049-08-18
1834,1474,360,2020,8,19,xyz,2049-08-19
2268,2229,39,2020,8,20,xyz,2049-08-20
4454,1584,2870,2020,8,21,xyz,2049-08-21
3906,9351,-5445,2020,8,22,xyz,2049-08-22
6625,7629,-1004,2020,8,23,xyz,2049-08-23
8499,5252,3247,2020,8,24,xyz,2049-08-24
4636,3409,1227,2020,8,25,xyz,2049-08-25
2616,1220,1396,2020,8,26,xyz,2049-08-26
9874,2193,7681,2020,8,27,xyz,2049-08-27
3587,3991,-404,2020,8,28,xyz,2049-08-28
2674,5888,-3214,2020,8,29,xyz,2049-08-29
3113,3149,-36,2020,8,30,xyz,2049-08-30
1916,3331,-1415,2020,8,31,xyz,2049-08-31
9050,1085,7965,2020,9,1,xyz,2049-09-01
4649,4837,-188,2020,9,2,xyz,2049-09-02
5598,6663,-1065,2020,9,3,xyz,2049-09-03
2116,7104,-4988,2020,9,4,xyz,2049-09-04
1524,9473,-7949,2020,9,5,xyz,2049-09-05
4911,1800,3111,2020,9,6,xyz,2049-09-06
8954,6489,2465,2020,9,7,xyz,2049-09-07
4974,7429,-2455,2020,9,8,xyz,2049-09-08
7058,8673,-1615,2020,9,9,xyz,2049-09-09
4265,6243,-1978,2020,9,10,xyz,2049-09-10
1277,1186,91,2020,9,11,xyz,2049-09-11
6040,8180,-2140,2020,9,12,xyz,2049-09-12
1810,3187,-1377,2020,9,13,xyz,2049-09-13
3892,5438,-1546,2020,9,14,xyz,2049-09-14
3431,3964,-533,2020,9,15,xyz,2049-09-15
4072,5687,-1615,2020,9,16,xyz,2049-09-16
4186,3127,1059,2020,9,17,xyz,2049-09-17
1719,7832,-6113,2020,9,18,xyz,2049-09-18
7661,4317,3344,2020,9,19,xyz,2049-09-19
2048,1729,319,2020,9,20,xyz,2049-09-20
5577,3712,1865,2020,9,21,xyz,2049-09-21
3076,3507,-431,2020,9,22,xyz,2049-09-22
5997,960,5037,2020,9,23,xyz,2049-09-23
3442,1946,1496,2020,9,24,xyz,2049-09-24
7293,6891,402,2020,9,25,xyz,2049-09-25
1171,3091,-1920,2020,9,26,xyz,2049-09-26
7668,3871,3797,2020,9,27,xyz,2049-09-27
7305,3843,3462,2020,9,28,xyz,2049-09-28
6838,8440,-1602,2020,9,29,xyz,2049-09-29
4698,5179,-481,2020,9,30,xyz,2049-09-30
1205,5796,-4591,2020,10,1,xyz,2049-10-01
3164,9792,-6628,2020,10,2,xyz,2049-10-02
7219,4338,2881,2020,10,3,xyz,2049-10-03
3014,8066,-5052,2020,10,4,xyz,2049-10-04
5090,2588,2502,2020,10,5,xyz,2049-10-05
6436,613,5823,2020,10,6,xyz,2049-10-06
9755,7595,2160,2020,10,7,xyz,2049-10-07
6786,7762,-976,2020,10,8,xyz,2049-10-08
4512,9244,-4732,2020,10,9,xyz,2049-10-09
5401,4204,1197,2020,10,10,xyz,2049-10-10
6315,2057,4258,2020,10,11,xyz,2049-10-11
9339,7177,2162,2020,10,12,xyz,2049-10-12
3638,2024,1614,2020,10,13,xyz,2049-10-13
2236,6923,-4687,2020,10,14,xyz,2049-10-14
6893,3125,3768,2020,10,15,xyz,2049-10-15
5751,5775,-24,2020,10,16,xyz,2049-10-16
8837,8402,435,2020,10,17,xyz,2049-10-17
9878,6432,3446,2020,10,18,xyz,2049-10-18
4507,7198,-2691,2020,10,19,xyz,2049-10-19
9131,4924,4207,2020,10,20,xyz,2049-10-20
6718,7878,-1160,2020,10,21,xyz,2049-10-21
4433,7793,-3360,2020,10,22,xyz,2049-10-22
7777,6222,1555,2020,10,23,xyz,2049-10-23
2154,4654,-2500,2020,10,24,xyz,2049-10-24
4834,3786,1048,2020,10,25,xyz,2049-10-25
8917,4363,4554,2020,10,26,xyz,2049-10-26
2635,6503,-3868,2020,10,27,xyz,2049-10-27
9429,7412,2017,2020,10,28,xyz,2049-10-28
8889,9019,-130,2020,10,29,xyz,2049-10-29
2577,4970,-2393,2020,10,30,xyz,2049-10-30
7919,9849,-1930,2020,10,31,xyz,2049-10-31
6547,1673,4874,2020,11,1,xyz,2049-11-01
4300,6804,-2504,2020,11,2,xyz,2049-11-02
9341,5098,4243,2020,11,3,xyz,2049-11-03
5846,7679,-1833,2020,11,4,xyz,2049-11-04
7232,6344,888,2020,11,5,xyz,2049-11-05
2256,7598,-5342,2020,11,6,xyz,2049-11-06
2019,4611,-2592,2020,11,7,xyz,2049-11-07
6712,8641,-1929,2020,11,8,xyz,2049-11-08
8477,4105,4372,2020,11,9,xyz,2049-11-09
4082,4959,-877,2020,11,10,xyz,2049-11-10
9564,7953,1611,2020,11,11,xyz,2049-11-11
4677,6600,-1923,2020,11,12,xyz,2049-11-12
4657,4419,238,2020,11,13,xyz,2049-11-13
7745,2912,4833,2020,11,14,xyz,2049-11-14
4261,5952,-1691,2020,11,15,xyz,2049-11-15
5891,8529,-2638,2020,11,16,xyz,2049-11-16
4362,6982,-2620,2020,11,17,xyz,2049-11-17
4895,5465,-570,2020,11,18,xyz,2049-11-18
1326,4595,-3269,2020,11,19,xyz,2049-11-19
7112,5980,1132,2020,11,20,xyz,2049-11-20
1326,1007,319,2020,11,21,xyz,2049-11-21
6679,8419,-1740,2020,11,22,xyz,2049-11-22
8647,4601,4046,2020,11,23,xyz,2049-11-23
7936,9628,-1692,2020,11,24,xyz,2049-11-24
5776,7392,-1616,2020,11,25,xyz,2049-11-25
6742,6924,-182,2020,11,26,xyz,2049-11-26
8395,7237,1158,2020,11,27,xyz,2049-11-27
8205,670,7535,2020,11,28,xyz,2049-11-28
5825,6301,-476,2020,11,29,xyz,2049-11-29
7194,1631,5563,2020,11,30,xyz,2049-11-30
5528,6842,-1314,2020,12,1,xyz,2049-12-01
7880,5751,2129,2020,12,2,xyz,2049-12-02
4141,4469,-328,2020,12,3,xyz,2049-12-03
3096,4737,-1641,2020,12,4,xyz,2049-12-04
8411,1912,6499,2020,12,5,xyz,2049-12-05
8671,4875,3796,2020,12,6,xyz,2049-12-06
9094,8951,143,2020,12,7,xyz,2049-12-07
4553,5907,-1354,2020,12,8,xyz,2049-12-08
2112,519,1593,2020,12,9,xyz,2049-12-09
9190,6755,2435,2020,12,10,xyz,2049-12-10
4549,3920,629,2020,12,11,xyz,2049-12-11
2994,8903,-5909,2020,12,12,xyz,2049-12-12
2619,8360,-5741,2020,12,13,xyz,2049-12-13
4618,3855,763,2020,12,14,xyz,2049-12-14
2309,9402,-7093,2020,12,15,xyz,2049-12-15
9838,5798,4040,2020,12,16,xyz,2049-12-16
5979,5589,390,2020,12,17,xyz,2049-12-17
9788,4054,5734,2020,12,18,xyz,2049-12-18
8478,8896,-418,2020,12,19,xyz,2049-12-19
9791,721,9070,2020,12,20,xyz,2049-12-20
4919,5624,-705,2020,12,21,xyz,2049-12-21
8604,2767,5837,2020,12,22,xyz,2049-12-22
9156,1515,7641,2020,12,23,xyz,2049-12-23
2015,8016,-6001,2020,12,24,xyz,2049-12-24
7534,9153,-1619,2020,12,25,xyz,2049-12-25
7990,7222,768,2020,12,26,xyz,2049-12-26
1769,1899,-130,2020,12,27,xyz,2049-12-27
5988,7016,-1028,2020,12,28,xyz,2049-12-28
4413,4360,53,2020,12,29,xyz,2049-12-29
7313,8275,-962,2020,12,30,xyz,2049-12-30
4900,7229,-2329,2020,12,31,xyz,2049-12-31
2687,2881,-194,2021,1,1,xyz,2050-01-01
6150,2378,3772,2021,1,2,xyz,2050-01-02
6151,5466,685,2021,1,3,xyz,2050-01-03
6508,9537,-3029,2021,1,4,xyz,2050-01-04
6332,5572,760,2021,1,5,xyz,2050-01-05
7887,7998,-111,2021,1,6,xyz,2050-01-06
9748,8945,803,2021,1,7,xyz,2050-01-07
1811,6255,-4444,2021,1,8,xyz,2050-01-08
3034,5816,-2782,2021,1,9,xyz,2050-01-09
2499,5663,-3164,2021,1,10,xyz,2050-01-10
5374,988,4386,2021,1,11,xyz,2050-01-11
3003,8312,-5309,2021,1,12,xyz,2050-01-12
8669,2928,5741,2021,1,13,xyz,2050-01-13
2875,826,2049,2021,1,14,xyz,2050-01-14
5865,770,5095,2021,1,15,xyz,2050-01-15
2690,9688,-6998,2021,1,16,xyz,2050-01-16
4662,704,3958,2021,1,17,xyz,2050-01-17
4581,3022,1559,2021,1,18,xyz,2050-01-18
4416,6470,-2054,2021,1,19,xyz,2050-01-19
6025,2096,3929,2021,1,20,xyz,2050-01-20
1765,3619,-1854,2021,1,21,xyz,2050-01-21
2194,2398,-204,2021,1,22,xyz,2050-01-22
9481,4999,4482,2021,1,23,xyz,2050-01-23
6514,8868,-2354,2021,1,24,xyz,2050-01-24
5115,5477,-362,2021,1,25,xyz,2050-01-25
2618,3353,-735,2021,1,26,xyz,2050-01-26
4556,4092,464,2021,1,27,xyz,2050-01-27
4538,842,3696,2021,1,28,xyz,2050-01-28
1251,8391,-7140,2021,1,29,xyz,2050-01-29
1110,2595,-1485,2021,1,30,xyz,2050-01-30
9918,1868,8050,2021,1,31,xyz,2050-01-31
9803,8513,1290,2021,2,1,xyz,2050-02-01
6404,660,5744,2021,2,2,xyz,2050-02-02
3392,2022,1370,2021,2,3,xyz,2050-02-03
1291,6012,-4721,2021,2,4,xyz,2050-02-04
8599,991,7608,2021,2,5,xyz,2050-02-05
6157,4845,1312,2021,2,6,xyz,2050-02-06
7648,9789,-2141,2021,2,7,xyz,2050-02-07
9636,6377,3259,2021,2,8,xyz,2050-02-08
3857,8284,-4427,2021,2,9,xyz,2050-02-09
5049,4583,466,2021,2,10,xyz,2050-02-10
2392,2097,295,2021,2,11,xyz,2050-02-11
1322,1773,-451,2021,2,12,xyz,2050-02-12
4926,4611,315,2021,2,13,xyz,2050-02-13
5745,6158,-413,2021,2,14,xyz,2050-02-14
2083,4890,-2807,2021,2,15,xyz,2050-02-15
3695,9159,-5464,2021,2,16,xyz,2050-02-16
2529,4099,-1570,2021,2,17,xyz,2050-02-17
4278,6239,-1961,2021,2,18,xyz,2050-02-18
2474,8375,-5901,2021,2,19,xyz,2050-02-19
1937,3704,-1767,2021,2,20,xyz,2050-02-20
3353,3588,-235,2021,2,21,xyz,2050-02-21
4885,6512,-1627,2021,2,22,xyz,2050-02-22
8278,3308,4970,2021,2,23,xyz,2050-02-23
6237,1132,5105,2021,2,24,xyz,2050-02-24
4970,3734,1236,2021,2,25,xyz,2050-02-25
9394,4648,4746,2021,2,26,xyz,2050-02-26
1926,7411,-5485,2021,2,27,xyz,2050-02-27
3122,8700,-5578,2021,2,28,xyz,2050-02-28
8849,4073,4776,2021,3,1,xyz,2050-03-01
8556,6513,2043,2021,3,2,xyz,2050-03-02
9684,4584,5100,2021,3,3,xyz,2050-03-03
6803,3582,3221,2021,3,4,xyz,2050-03-04
2361,5685,-3324,2021,3,5,xyz,2050-03-05
3704,931,2773,2021,3,6,xyz,2050-03-06
9780,9269,511,2021,3,7,xyz,2050-03-07
4029,9958,-5929,2021,3,8,xyz,2050-03-08
8426,2962,5464,2021,3,9,xyz,2050-03-09
3443,4849,-1406,2021,3,10,xyz,2050-03-10
1299,4730,-3431,2021,3,11,xyz,2050-03-11
3520,7876,-4356,2021,3,12,xyz,2050-03-12
3960,8372,-4412,2021,3,13,xyz,2050-03-13
5012,5563,-551,2021,3,14,xyz,2050-03-14
8852,6096,2756,2021,3,15,xyz,2050-03-15
5675,9258,-3583,2021,3,16,xyz,2050-03-16
1816,1742,74,2021,3,17,xyz,2050-03-17
4808,9789,-4981,2021,3,18,xyz,2050-03-18
9398,4959,4439,2021,3,19,xyz,2050-03-19
4097,623,3474,2021,3,20,xyz,2050-03-20
2551,4796,-2245,2021,3,21,xyz,2050-03-21
4555,575,3980,2021,3,22,xyz,2050-03-22
8241,6780,1461,2021,3,23,xyz,2050-03-23
6631,3441,3190,2021,3,24,xyz,2050-03-24
1999,3355,-1356,2021,3,25,xyz,2050-03-25
5513,2239,3274,2021,3,26,xyz,2050-03-26
5059,1728,3331,2021,3,27,xyz,2050-03-27
3841,9078,-5237,2021,3,28,xyz,2050-03-28
6775,1075,5700,2021,3,29,xyz,2050-03-29
6145,7209,-1064,2021,3,30,xyz,2050-03-30
1947,7561,-5614,2021,3,31,xyz,2050-03-31
7030,1952,5078,2021,4,1,xyz,2050-04-01
2783,5456,-2673,2021,4,2,xyz,2050-04-02
9554,3905,5649,2021,4,3,xyz,2050-04-03
8813,8278,535,2021,4,4,xyz,2050-04-04
1932,9090,-7158,2021,4,5,xyz,2050-04-05
6495,6390,105,2021,4,6,xyz,2050-04-06
4234,5247,-1013,2021,4,7,xyz,2050-04-07
2619,1692,927,2021,4,8,xyz,2050-04-08
3704,4378,-674,2021,4,9,xyz,2050-04-09
1502,6724,-5222,2021,4,10,xyz,2050-04-10
8910,2341,6569,2021,4,11,xyz,2050-04-11
1151,2469,-1318,2021,4,12,xyz,2050-04-12
8724,1653,7071,2021,4,13,xyz,2050-04-13
2324,3088,-764,2021,4,14,xyz,2050-04-14
1848,6825,-4977,2021,4,15,xyz,2050-04-15
4479,5509,-1030,2021,4,16,xyz,2050-04-16
6848,6405,443,2021,4,17,xyz,2050-04-17
9117,8038,1079,2021,4,18,xyz,2050-04-18
1069,8476,-7407,2021,4,19,xyz,2050-04-19
4723,6730,-2007,2021,4,20,xyz,2050-04-20
4390,3181,1209,2021,4,21,xyz,2050-04-21
6203,9637,-3434,2021,4,22,xyz,2050-04-22
4931,1146,3785,2021,4,23,xyz,2050-04-23
7721,5396,2325,2021,4,24,xyz,2050-04-24
1867,7360,-5493,2021,4,25,xyz,2050-04-25
2818,4143,-1325,2021,4,26,xyz,2050-04-26
3306,3976,-670,2021,4,27,xyz,2050-04-27
1407,8137,-6730,2021,4,28,xyz,2050-04-28
3012,3663,-651,2021,4,29,xyz,2050-04-29
8066,4344,3722,2021,4,30,xyz,2050-04-30
7131,8648,-1517,2021,5,1,xyz,2050-05-01
5122,5388,-266,2021,5,2,xyz,2050-05-02
9846,1669,8177,2021,5,3,xyz,2050-05-03
1199,7901,-6702,2021,5,4,xyz,2050-05-04
3260,2051,1209,2021,5,5,xyz,2050-05-05
6942,7549,-607,2021,5,6,xyz,2050-05-06
5378,5342,36,2021,5,7,xyz,2050-05-07
9822,5832,3990,2021,5,8,xyz,2050-05-08
